type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2009.       7.      24.       8.      24.      55.609],24,B0036,178,3692,03692.csv,,,
impedance,[2009.       7.      24.      11.      29.      17.812],24,B0036,179,3693,03693.csv,,0.10322078398378613,0.12425909033211503
discharge,[2.009e+03 7.000e+00 2.400e+01 1.200e+01 1.000e+00 7.843e+00],24,B0036,180,3694,03694.csv,1.73860622908762,,
charge,[2009.       7.      24.      12.      55.      11.375],24,B0036,181,3695,03695.csv,,,
discharge,[2009.       7.      24.      15.      46.       9.421],24,B0036,182,3696,03696.csv,1.7432134953746192,,
charge,[2009.       7.      24.      16.      40.      21.187],24,B0036,183,3697,03697.csv,,,
discharge,[2009.      7.     24.     19.     35.     49.25],24,B0036,184,3698,03698.csv,1.7332698214832971,,
charge,[2009.       7.      24.      20.      29.      43.093],24,B0036,185,3699,03699.csv,,,
discharge,[2009.       7.      24.      23.      28.       2.156],24,B0036,186,3700,03700.csv,1.7298906291663272,,
charge,[2009.       7.      25.       0.      21.      50.109],24,B0036,187,3701,03701.csv,,,
discharge,[2009.      7.     25.      3.     20.      5.39],24,B0036,188,3702,03702.csv,1.7204403348841348,,
impedance,[2009.       7.      25.       4.      17.      36.359],24,B0036,189,3703,03703.csv,,0.1019047502214661,0.12923240688924717
charge,[2009.       7.      25.       4.      49.      26.625],24,B0036,190,3704,03704.csv,,,
impedance,[2009.       7.      25.       7.      54.      52.171],24,B0036,191,3705,03705.csv,,0.10288925405024021,0.12567482538392313
discharge,[2009.       7.      25.       8.      26.      42.515],24,B0036,192,3706,03706.csv,1.724420729012913,,
charge,[2009.       7.      25.       9.      20.      20.984],24,B0036,193,3707,03707.csv,,,
discharge,[2009.       7.      25.      12.      19.      43.718],24,B0036,194,3708,03708.csv,1.7214872814061166,,
charge,[2009.       7.      25.      13.      13.      17.203],24,B0036,195,3709,03709.csv,,,
discharge,[2009.       7.      25.      16.      13.       2.187],24,B0036,196,3710,03710.csv,1.7197448773569262,,
charge,[2009.       7.      25.      17.       6.      32.296],24,B0036,197,3711,03711.csv,,,
discharge,[2009.       7.      25.      20.       6.      55.421],24,B0036,198,3712,03712.csv,1.7164304142145894,,
charge,[2009.       7.      25.      21.       0.      19.875],24,B0036,199,3713,03713.csv,,,
discharge,[2.009e+03 7.000e+00 2.600e+01 0.000e+00 1.000e+00 9.546e+00],24,B0036,200,3714,03714.csv,1.7112029253299619,,
impedance,[2009.       7.      26.       0.      58.      24.625],24,B0036,201,3715,03715.csv,,0.10138625848088953,0.12963167079796403
charge,[2.0090e+03 7.0000e+00 2.6000e+01 1.0000e+00 3.0000e+01 1.5437e+01],24,B0036,202,3716,03716.csv,,,
impedance,[2009.       7.      26.       4.      35.      20.656],24,B0036,203,3717,03717.csv,,0.10231554345357728,0.1251981335588939
discharge,[2009.       7.      26.       5.       7.      11.546],24,B0036,204,3718,03718.csv,1.7102343231599222,,
charge,[2009.       7.      26.       6.       0.      25.062],24,B0036,205,3719,03719.csv,,,
discharge,[2.009e+03 7.000e+00 2.600e+01 9.000e+00 1.000e+00 3.514e+01],24,B0036,206,3720,03720.csv,1.713096882151029,,
charge,[2009.       7.      26.       9.      54.      53.843],24,B0036,207,3721,03721.csv,,,
discharge,[2009.       7.      26.      12.      55.      45.109],24,B0036,208,3722,03722.csv,1.7103708617208135,,
charge,[2009.      7.     26.     13.     48.     59.14],24,B0036,209,3723,03723.csv,,,
discharge,[2009.       7.      26.      16.      49.      47.359],24,B0036,210,3724,03724.csv,1.7064617296121434,,
charge,[2009.       7.      26.      17.      42.      54.921],24,B0036,211,3725,03725.csv,,,
discharge,[2009.       7.      26.      20.      43.      48.921],24,B0036,212,3726,03726.csv,1.7029429979110946,,
impedance,[2009.       7.      26.      21.      40.      50.046],24,B0036,213,3727,03727.csv,,0.1017469005349673,0.1293402011642804
charge,[2009.       7.      26.      22.      12.      41.312],24,B0036,214,3728,03728.csv,,,
impedance,[2.0090e+03 7.0000e+00 2.7000e+01 1.0000e+00 1.8000e+01 1.2828e+01],24,B0036,215,3729,03729.csv,,0.1029340973647276,0.1264013238476249
discharge,[2.009e+03 7.000e+00 2.700e+01 1.000e+00 5.000e+01 3.890e+00],24,B0036,216,3730,03730.csv,1.7072612643840062,,
charge,[2.009e+03 7.000e+00 2.700e+01 2.000e+00 4.300e+01 1.275e+01],24,B0036,217,3731,03731.csv,,,
discharge,[2009.       7.      27.       5.      43.      49.015],24,B0036,218,3732,03732.csv,1.7038637196766078,,
charge,[2009.       7.      27.       6.      36.      51.968],24,B0036,219,3733,03733.csv,,,
discharge,[2009.      7.     27.      9.     37.     15.14],24,B0036,220,3734,03734.csv,1.7079617948422274,,
charge,[2009.       7.      27.      10.      30.      25.593],24,B0036,221,3735,03735.csv,,,
discharge,[2009.       7.      27.      13.      29.      48.031],24,B0036,222,3736,03736.csv,1.7113022833627787,,
charge,[2009.       7.      27.      14.      23.       4.968],24,B0036,223,3737,03737.csv,,,
discharge,[2009.       7.      27.      17.      21.      22.671],24,B0036,224,3738,03738.csv,1.714122057472244,,
impedance,[2009.       7.      27.      18.      18.      44.828],24,B0036,225,3739,03739.csv,,0.10259466752448551,0.1287868336623212
charge,[2009.      7.     27.     18.     50.     36.25],24,B0036,226,3740,03740.csv,,,
impedance,[2009.       7.      27.      21.      56.       8.671],24,B0036,227,3741,03741.csv,,0.1016677917003621,0.12679382347294005
discharge,[2.009e+03 7.000e+00 2.700e+01 2.200e+01 2.800e+01 1.870e-01],24,B0036,228,3742,03742.csv,1.7053324925701605,,
charge,[2009.       7.      27.      23.      21.       6.125],24,B0036,229,3743,03743.csv,,,
discharge,[2.0090e+03 7.0000e+00 2.8000e+01 2.0000e+00 2.1000e+01 2.8109e+01],24,B0036,230,3744,03744.csv,1.6934609472531408,,
charge,[2009.       7.      28.       3.      14.      13.296],24,B0036,231,3745,03745.csv,,,
discharge,[2009.       7.      28.       6.      15.      44.125],24,B0036,232,3746,03746.csv,1.6905244127230223,,
charge,[2009.       7.      28.       7.       8.      23.984],24,B0036,233,3747,03747.csv,,,
discharge,[2009.       7.      28.      10.       9.      52.296],24,B0036,234,3748,03748.csv,1.7007774858498304,,
charge,[2.0090e+03 7.0000e+00 2.8000e+01 1.1000e+01 2.0000e+00 5.1093e+01],24,B0036,235,3749,03749.csv,,,
discharge,[2009.       7.      28.      14.       3.      56.171],24,B0036,236,3750,03750.csv,1.6971104467944576,,
impedance,[2009.       7.      28.      15.       0.      48.421],24,B0036,237,3751,03751.csv,,0.10291053630668141,0.12849504310945825
charge,[2009.       7.      28.      15.      32.      40.171],24,B0036,238,3752,03752.csv,,,
impedance,[2009.       7.      28.      18.      37.      37.765],24,B0036,239,3753,03753.csv,,0.10427789287305993,0.12443328880460543
discharge,[2009.       7.      28.      19.       9.      29.828],24,B0036,240,3754,03754.csv,1.6997924522951837,,
charge,[2.0090e+03 7.0000e+00 2.8000e+01 2.0000e+01 2.0000e+00 2.8625e+01],24,B0036,241,3755,03755.csv,,,
discharge,[2.0090e+03 7.0000e+00 2.8000e+01 2.3000e+01 2.0000e+00 2.6656e+01],24,B0036,242,3756,03756.csv,1.6912704773954121,,
charge,[2009.       7.      28.      23.      55.       8.765],24,B0036,243,3757,03757.csv,,,
discharge,[2.0090e+03 7.0000e+00 2.9000e+01 2.0000e+00 5.6000e+01 2.4125e+01],24,B0036,244,3758,03758.csv,1.6857127009469863,,
charge,[2009.       7.      29.       3.      48.      56.265],24,B0036,245,3759,03759.csv,,,
discharge,[2009.       7.      29.       6.      50.      26.906],24,B0036,246,3760,03760.csv,1.6832093771286156,,
charge,[2009.       7.      29.       7.      42.      54.859],24,B0036,247,3761,03761.csv,,,
discharge,[2009.       7.      29.      10.      44.      27.906],24,B0036,248,3762,03762.csv,1.692886364169521,,
impedance,[2009.     7.    29.    11.    41.    13.5],24,B0036,249,3763,03763.csv,,0.10313716186770266,0.12727179809315825
charge,[2009.       7.      29.      12.      13.       5.843],24,B0036,250,3764,03764.csv,,,
impedance,[2009.      7.     29.     15.     18.     41.39],24,B0036,251,3765,03765.csv,,0.10444298567373146,0.12466080317574092
discharge,[2009.       7.      29.      15.      50.      33.843],24,B0036,252,3766,03766.csv,1.6984668174144633,,
charge,[2009.       7.      29.      16.      43.      31.062],24,B0036,253,3767,03767.csv,,,
discharge,[2009.       7.      29.      19.      41.       4.109],24,B0036,254,3768,03768.csv,1.6935813413828429,,
charge,[2009.       7.      29.      20.      33.      51.328],24,B0036,255,3769,03769.csv,,,
discharge,[2009.       7.      29.      23.      34.      17.859],24,B0036,256,3770,03770.csv,1.6830951253781283,,
charge,[2009.       7.      30.       0.      26.      46.296],24,B0036,257,3771,03771.csv,,,
discharge,[2009.       7.      30.       3.      28.      18.171],24,B0036,258,3772,03772.csv,1.6850462226942986,,
charge,[2009.       7.      30.       4.      20.      49.968],24,B0036,259,3773,03773.csv,,,
discharge,[2009.       7.      30.       7.      22.      22.187],24,B0036,260,3774,03774.csv,1.6803098840017598,,
impedance,[2009.       7.      30.       8.      18.      45.843],24,B0036,261,3775,03775.csv,,0.10213224417462764,0.12889257040332344
charge,[2009.       7.      30.       8.      50.      38.578],24,B0036,262,3776,03776.csv,,,
impedance,[2009.       7.      30.      11.      56.      13.156],24,B0036,263,3777,03777.csv,,0.10453206876345725,0.12561886146138276
discharge,[2009.       7.      30.      12.      28.       5.953],24,B0036,264,3778,03778.csv,1.6944038437227715,,
charge,[2009.       7.      30.      13.      20.      56.406],24,B0036,265,3779,03779.csv,,,
discharge,[2009.       7.      30.      16.      19.       5.437],24,B0036,266,3780,03780.csv,1.6955686127180103,,
charge,[2009.       7.      30.      17.      11.      57.546],24,B0036,267,3781,03781.csv,,,
discharge,[2009.       7.      30.      20.       9.      43.296],24,B0036,268,3782,03782.csv,1.6841854728350405,,
charge,[2.0090e+03 7.0000e+00 3.0000e+01 2.1000e+01 2.0000e+00 1.4578e+01],24,B0036,269,3783,03783.csv,,,
discharge,[2009.       7.      31.       0.       3.       7.406],24,B0036,270,3784,03784.csv,1.6722180144870118,,
charge,[2009.       7.      31.       0.      55.      17.093],24,B0036,271,3785,03785.csv,,,
discharge,[2009.      7.     31.      3.     56.     28.39],24,B0036,272,3786,03786.csv,1.6675976965747183,,
impedance,[2009.       7.      31.       4.      52.      29.859],24,B0036,273,3787,03787.csv,,0.10167775631610765,0.12938532451978002
charge,[2009.       7.      31.       5.      24.      22.937],24,B0036,274,3788,03788.csv,,,
impedance,[2009.       7.      31.       8.      29.      58.609],24,B0036,275,3789,03789.csv,,0.10353426870050861,0.12638830865841164
discharge,[2.0090e+03 7.0000e+00 3.1000e+01 9.0000e+00 1.0000e+00 5.1906e+01],24,B0036,276,3790,03790.csv,1.6781873787039017,,
charge,[2009.       7.      31.       9.      54.      14.234],24,B0036,277,3791,03791.csv,,,
discharge,[2.009e+03 7.000e+00 3.100e+01 1.500e+01 4.200e+01 5.620e-01],24,B0036,278,3792,03792.csv,2.4440624320786557,,
impedance,[2.0090e+03 7.0000e+00 3.1000e+01 1.7000e+01 1.0000e+00 2.6375e+01],24,B0036,279,3793,03793.csv,,0.10439518975230871,0.12462001631982239
charge,[2009.       7.      31.      17.      33.      22.078],24,B0036,280,3794,03794.csv,,,
impedance,[2009.       7.      31.      20.      31.       9.109],24,B0036,281,3795,03795.csv,,0.10441836486225645,0.12383690968221564
discharge,[2009.       7.      31.      21.       3.       2.062],24,B0036,282,3796,03796.csv,1.6913403148932205,,
charge,[2009.       7.      31.      21.      55.      46.796],24,B0036,283,3797,03797.csv,,,
discharge,[2.0090e+03 8.0000e+00 1.0000e+00 0.0000e+00 5.4000e+01 4.0031e+01],24,B0036,284,3798,03798.csv,1.6802787096613283,,
charge,[2.009e+03 8.000e+00 1.000e+00 1.000e+00 4.700e+01 4.312e+00],24,B0036,285,3799,03799.csv,,,
discharge,[2.0090e+03 8.0000e+00 1.0000e+00 4.0000e+00 4.6000e+01 4.8453e+01],24,B0036,286,3800,03800.csv,1.673147301023026,,
charge,[2.009e+03 8.000e+00 1.000e+00 5.000e+00 3.900e+01 3.120e-01],24,B0036,287,3801,03801.csv,,,
discharge,[2.0090e+03 8.0000e+00 1.0000e+00 8.0000e+00 4.0000e+01 3.9031e+01],24,B0036,288,3802,03802.csv,1.6704292090032429,,
charge,[2.0090e+03 8.0000e+00 1.0000e+00 9.0000e+00 3.2000e+01 4.5984e+01],24,B0036,289,3803,03803.csv,,,
discharge,[2.0090e+03 8.0000e+00 1.0000e+00 1.2000e+01 3.3000e+01 3.2734e+01],24,B0036,290,3804,03804.csv,1.6659903350115992,,
impedance,[2.0090e+03 8.0000e+00 1.0000e+00 1.3000e+01 2.9000e+01 3.2109e+01],24,B0036,291,3805,03805.csv,,0.10235733192038589,0.12964567263622695
charge,[2.0090e+03 8.0000e+00 1.0000e+00 1.4000e+01 1.0000e+00 2.5312e+01],24,B0036,292,3806,03806.csv,,,
impedance,[2.0090e+03 8.0000e+00 1.0000e+00 1.7000e+01 6.0000e+00 5.5484e+01],24,B0036,293,3807,03807.csv,,0.10229360214237315,0.12562501165036996
discharge,[2.0090e+03 8.0000e+00 1.0000e+00 1.7000e+01 3.8000e+01 4.8781e+01],24,B0036,294,3808,03808.csv,1.664241575272447,,
charge,[2.0090e+03 8.0000e+00 1.0000e+00 1.8000e+01 3.0000e+01 4.4968e+01],24,B0036,295,3809,03809.csv,,,
discharge,[2.0090e+03 8.0000e+00 1.0000e+00 2.1000e+01 3.0000e+01 3.3968e+01],24,B0036,296,3810,03810.csv,1.6668450767774965,,
charge,[2.0090e+03 8.0000e+00 1.0000e+00 2.2000e+01 2.2000e+01 3.4843e+01],24,B0036,297,3811,03811.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 1.0000e+00 2.3000e+01 2.1296e+01],24,B0036,298,3812,03812.csv,1.6594501560667536,,
charge,[2.009e+03 8.000e+00 2.000e+00 2.000e+00 1.500e+01 9.171e+00],24,B0036,299,3813,03813.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 5.0000e+00 1.6000e+01 4.7781e+01],24,B0036,300,3814,03814.csv,1.662412523067319,,
charge,[2.0090e+03 8.0000e+00 2.0000e+00 6.0000e+00 8.0000e+00 4.1656e+01],24,B0036,301,3815,03815.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 9.0000e+00 1.0000e+01 1.5046e+01],24,B0036,302,3816,03816.csv,1.6603526083225701,,
impedance,[2.009e+03 8.000e+00 2.000e+00 1.000e+01 6.000e+00 4.984e+00],24,B0036,303,3817,03817.csv,,0.10264618183054519,0.12835535717012822
charge,[2.0090e+03 8.0000e+00 2.0000e+00 1.0000e+01 3.7000e+01 5.8593e+01],24,B0036,304,3818,03818.csv,,,
impedance,[2.0090e+03 8.0000e+00 2.0000e+00 1.3000e+01 4.3000e+01 3.3359e+01],24,B0036,305,3819,03819.csv,,0.10290383805205343,0.12595091518306856
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 1.4000e+01 1.5000e+01 2.7171e+01],24,B0036,306,3820,03820.csv,1.6610231379633236,,
charge,[2.0090e+03 8.0000e+00 2.0000e+00 1.5000e+01 7.0000e+00 1.8093e+01],24,B0036,307,3821,03821.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 1.8000e+01 8.0000e+00 5.4375e+01],24,B0036,308,3822,03822.csv,1.6575187557321613,,
charge,[2.0090e+03 8.0000e+00 2.0000e+00 1.9000e+01 0.0000e+00 3.9468e+01],24,B0036,309,3823,03823.csv,,,
discharge,[2.0090e+03 8.0000e+00 2.0000e+00 2.2000e+01 2.0000e+00 1.0046e+01],24,B0036,310,3824,03824.csv,1.6507877959674548,,
charge,[2.0090e+03 8.0000e+00 2.0000e+00 2.2000e+01 5.3000e+01 4.3218e+01],24,B0036,311,3825,03825.csv,,,
discharge,[2.0090e+03 8.0000e+00 3.0000e+00 1.0000e+00 5.5000e+01 2.2875e+01],24,B0036,312,3826,03826.csv,1.6532570062110141,,
charge,[2.009e+03 8.000e+00 3.000e+00 2.000e+00 4.700e+01 5.150e-01],24,B0036,313,3827,03827.csv,,,
discharge,[2009.       8.       3.       5.      48.      39.625],24,B0036,314,3828,03828.csv,1.6494214846772686,,
impedance,[2009.       8.       3.       6.      44.      10.109],24,B0036,315,3829,03829.csv,,0.10247669791669267,0.12864762117506043
charge,[2009.       8.       3.       7.      16.       4.218],24,B0036,316,3830,03830.csv,,,
impedance,[2009.       8.       3.      10.      21.      40.546],24,B0036,317,3831,03831.csv,,0.10408568066227294,0.12506055555622234
discharge,[2009.       8.       3.      10.      53.      34.968],24,B0036,318,3832,03832.csv,1.6678591915666705,,
charge,[2009.       8.       3.      11.      45.      39.265],24,B0036,319,3833,03833.csv,,,
discharge,[2009.       8.       3.      14.      44.      14.312],24,B0036,320,3834,03834.csv,1.670862764324967,,
charge,[2009.       8.       3.      15.      36.      25.093],24,B0036,321,3835,03835.csv,,,
discharge,[2009.      8.      3.     18.     38.      5.89],24,B0036,322,3836,03836.csv,1.6658118164053368,,
charge,[2009.       8.       3.      19.      30.       6.687],24,B0036,323,3837,03837.csv,,,
discharge,[2009.       8.       3.      22.      31.      42.515],24,B0036,324,3838,03838.csv,1.6532998517617,,
charge,[2009.       8.       3.      23.      23.      20.781],24,B0036,325,3839,03839.csv,,,
discharge,[2.0090e+03 8.0000e+00 4.0000e+00 2.0000e+00 2.4000e+01 5.5453e+01],24,B0036,326,3840,03840.csv,1.6468787023528522,,
impedance,[2009.       8.       4.       3.      20.      22.453],24,B0036,327,3841,03841.csv,,0.10307434857797489,0.129302103332383
charge,[2009.       8.       4.       3.      52.      16.765],24,B0036,328,3842,03842.csv,,,
impedance,[2009.     8.     4.     6.    57.    51.5],24,B0036,329,3843,03843.csv,,0.10374148695325093,0.12740685766354967
discharge,[2009.      8.      5.     10.     47.     54.89],24,B0036,330,3844,03844.csv,1.6718953249703756,,
impedance,[2009.       8.       5.      11.      44.      11.359],24,B0036,331,3845,03845.csv,,0.10413712868200176,0.1275310804338011
charge,[2009.       8.       5.      12.      16.       5.781],24,B0036,332,3846,03846.csv,,,
impedance,[2009.      8.      5.     15.     21.     17.89],24,B0036,333,3847,03847.csv,,0.10467308759463242,0.12424657706777059
discharge,[2009.       8.       5.      15.      53.      12.468],24,B0036,334,3848,03848.csv,1.6807743463585727,,
charge,[2009.       8.       5.      16.      45.      40.718],24,B0036,335,3849,03849.csv,,,
